# x (AU), y (AU), v (AU), v_{x} (km s^{-1}), v_{y} (km s^{-1}), v_{z} (km s^{-1})
1.900295402733211514e+00, 1.138039058589977781e+00, -1.920601518871955626e+00, -9.706851104234392125e+00, -1.901818769248108332e+00, 1.132598474680692302e+00
-4.745578427431458857e-01, 3.136793539920796903e+00, -4.505570383532325196e-01, 1.525942164468512496e+00, 2.381613123260134746e+00, -7.916664256011333167e-01
3.847808632118071337e+00, -1.033495466810400609e+00, 1.528334209313076730e+00, -2.047934516038932173e+00, 3.170829026872466816e+00, 1.491993748823138732e+00
7.342046198590977957e-01, 3.515791196508311955e+00, -9.704405815465911855e-01, 1.541000351855803974e+00, 3.404248307278222807e+00, -4.578241359273965472e+00
9.544083877649072178e+01, 8.096603024544741345e+01, 6.527845497274398667e+01, 3.895492149506379342e-01, 1.973829616867697756e-01, -2.152532851591482110e-01
-1.000712469875237787e+01, 3.360515385539979860e+00, -8.016485664360876839e+00, 5.654645654537574645e-02, 4.067205587224283908e-02, 5.058922986922247123e-02
6.626813121156959960e-03, 1.206846330904925123e-02, 2.302635979776715067e-02, 8.767642446863906258e+00, 3.094479909390943639e+00, -6.369864569790380848e+00
-2.705485567627000654e-01, 1.382997471416153035e-01, -5.660111932053176753e-01, 6.769482022923083431e-01, -1.540689798869867566e-01, 3.996153657762261391e-01
2.618469997500691981e+00, 2.966993844658125568e+01, -1.623845649355870080e+01, 4.909248746964886001e-01, -1.031383664434914804e+00, 1.046860228544239657e+00
-4.551123495861772450e-02, 7.854318639274314451e-02, 7.960238549195383650e-02, -2.223316853112918601e+00, -3.278865232003040475e+00, 9.221721415798004307e-01
7.406319280351872925e-01, -6.770281957772168457e-01, -1.822874625369977242e+00, 6.356216689162682343e+00, 2.415941107538713162e+00, 5.549827257855679541e+00
7.767582685602996584e+00, -8.342975280459629062e+01, 8.449253704651512598e-01, 1.159336034491473266e-02, -2.572973828079994779e-02, -5.355040125273767201e-03
2.693797707145019871e+01, 1.774589160069457350e+01, 2.887625055624414294e+00, -1.456513237666216820e-01, 1.013758033349851095e-01, -1.556297055046401787e-04
1.547522281330465077e+01, 1.512560003482672677e+01, 6.149688492728222933e+00, -4.457346325638497642e-02, 6.359808187885464259e-02, 1.068520614792781431e-01
1.285942560876160634e+01, -1.471419241776882325e+00, -1.921761145799741055e-01, 4.603811568123347131e-01, -5.548844815834286237e-01, 6.253574593389593650e-01
5.332276689914245253e+03, 4.844857357789672278e+03, 1.773484154328272780e+03, -3.851258370672469913e-03, -7.096608159480457395e-03, -5.620113983883904402e-03
-5.695957563905222898e+00, -1.446011385014706363e+01, 7.094472514143196129e+00, -8.059111032202606051e-01, -4.966718499829356204e-01, 3.763068568618456733e-01
8.689345343791653464e-01, 3.345104881537596664e-01, 5.530027653741312221e+00, -1.352918329856610258e-01, 5.006454060816883933e-01, 6.562732180552457439e-01
-4.078222368679288365e+02, -1.746721178853862284e+02, 2.701910574753962990e+01, 4.791228283743435845e-02, 2.444356709114264489e-02, 7.244448732926518641e-03
-2.463775938896655138e+00, -8.358993548437688048e+00, 2.041233998411172124e+01, 4.245754139537331051e-01, 1.908882419000361517e-03, 1.385864343816565758e-01
-2.192634358188175625e+01, 1.300978543156671163e+00, 1.284687113369834499e+01, 1.718783292706244914e-01, 2.665033622299071148e-01, -9.080391981386006783e-01
1.339479814529235568e+01, -2.849641249261566145e+01, 1.812775071439688546e+01, 6.312857271056444564e-01, 5.475284436875945682e-01, -3.020541860009909318e-01
-6.898910634114596707e-01, -7.651827798191883634e-01, -3.182111069717387775e+00, 7.892494823125281167e-01, 4.426331412273553090e-01, 4.730797449020845979e-02
-9.151947598118340133e-02, -2.998682363448568200e-01, 5.925045696626976000e-01, 3.162973540668025052e+00, 2.679951996890206356e+00, 2.304173049032649967e+00
1.453693486191011971e+03, -9.832785038998118807e+02, 1.546233475086201565e+02, -3.799978586879100562e-02, 9.517960776445460666e-03, 7.059518410298940005e-02
-9.625681965167912635e-01, 3.033713250847058229e-01, -3.130273730560063417e+00, -3.412328086063803334e-01, -3.544269810969709611e-01, -1.097418523630000031e+00
-8.453979068249980244e+00, 1.577738917820045605e+00, -9.860301578408231293e+00, 1.130727224913119083e-01, -7.817606492363292636e-01, -8.004308497879028539e-02
2.152200539670901858e+00, -4.395426368425948027e+00, -1.956540060154241978e+00, 2.651507279969728126e-01, 1.083375369428747070e-01, -1.348101037747891084e-02
-5.091201925160585562e-01, -1.366214895622324788e+00, 2.320081951742583470e+00, 7.149836030796985487e-01, 4.569087067349866804e-01, 1.055705452481544793e+00
1.741392013399266148e+01, -5.414655312387873787e-01, -6.166974163014914012e+01, 4.017998213205473124e-01, -5.535301959393135879e-02, -1.616358018412267505e-01
9.919560343030171978e+00, 7.617719817866933640e-01, -9.432278131209146821e+00, 1.643542472154647216e+00, -1.427542446489908246e+00, 7.782916407292589378e-01
1.560285200772417546e+01, 1.072257536311488195e+02, 2.268045280456328427e+01, -3.585803037907053792e-02, -1.122582332165481117e-01, 3.730930438681358263e-02
2.874649095790016418e+01, -2.799014701343025422e+02, -6.127517027519514414e+01, 5.824856712666672681e-02, -1.325665386755107700e-01, 1.111091793713163134e-01
-5.578550611847812206e+02, 9.631385044919038592e+02, 1.898562777455502442e+02, 7.705340206978834004e-03, -4.512477927550325590e-03, 9.402233649904138610e-03
7.106244291119257923e+02, 6.869252412906453173e+02, -2.566158270239291141e+02, -3.289899716531230500e-04, -3.555855906226810734e-03, -2.284321135679716775e-03
-1.941826272808020670e+00, 4.324280700603819194e-01, 1.083523054563865662e+00, 2.498159045610678641e-01, 1.478122783732438883e+00, -2.058061400414792796e+00
6.714720735625752113e-01, -7.528592188086835613e-01, 1.206749524177274768e+00, -2.226098697415997307e+00, 6.333719440364482534e-01, -7.761236539174234395e-01
3.454024374156360722e+01, -6.380153806690775298e+01, -1.552572729493378034e+01, -1.048649265622123017e-01, -3.817086461327987568e-01, 9.356298891225336423e-01
-1.936737865129594338e+00, 2.097720470310085794e+00, -2.993655773196862935e+00, 3.535719269764062700e-01, 8.254321863740890497e-02, -1.802011659285068512e-01
-2.438324413883669717e+00, -3.540342885988961297e-01, -5.155519325075191839e-01, -1.904331875781260619e+00, -1.200882041356416519e+00, 3.836267184405334207e-01
-8.455204665766814287e+02, -1.884052585196239761e+03, 1.911544485614141422e+03, 5.215266646586983607e-02, -5.298098659248279968e-02, 1.249805411457744209e-01
-2.931356725965872934e-01, 2.583319006800078199e+00, 1.459913706101223951e+00, -3.027007040207653876e+00, 3.499057691921935831e+00, -2.224375395918771758e+00
1.160098303676279086e+00, -5.052932647069487970e-01, 2.205822751107452614e-02, 1.329651752992794478e+00, 5.517662050462088352e+00, 2.646059681345608539e+00
-5.985447618015520277e+00, 2.057047022122006652e+01, -1.080142340023181191e+01, -2.092094782529217156e-01, -4.254639339854543109e-03, -8.451121530472321952e-02
1.187006456115092732e+02, 2.530085759535251668e+02, -5.821424449093019859e+01, 9.137398972302954864e-03, -1.072754716327018465e-01, -8.296578566367340812e-03
-6.251081300986701672e-01, -3.675350668992750092e-01, 2.261319461427168664e-01, -1.816324196548854353e+00, 4.893526667071971481e+00, -5.897339538976090090e+00
6.974414989559971900e+01, -1.010832312882904631e+02, 2.197695305910631021e+02, -1.472512500541310609e-01, -2.238477636217903188e-02, -7.279982228801196251e-04
1.938864060249566319e+04, 9.755859847730959882e+04, -9.732099798708618619e+04, 1.415951427648891141e-02, -3.521770365996973202e-03, 9.643785931399737055e-03
5.698628545565131986e+00, 5.000238239379774186e+00, 5.369925421722192560e+00, -3.251257097068869228e-01, -2.607274310861279698e+00, -1.880840787994206398e+00
6.181404151266835581e-03, 4.063523044728938050e-02, -4.192441979552354731e-02, -2.664617476896290693e+00, 4.416387439644695045e-01, -7.656551295254065970e-01
3.140058661977167958e+03, 3.124446065396739414e+03, -1.997243102792630680e+03, 7.387805837479408111e-02, -5.217675469433376463e-03, -7.148125702224832068e-02
